Year,Area,Inven,List
2021,"cape coral-fort myers, fl",60.2006689,345811.5
2021,"cape coral-fort myers, fl",49.1638796,339900
2021,"cedar rapids, ia",35.11705686,234900
2021,"cedar rapids, ia",51.50501672,230475
2021,"cedar rapids, ia",14.04682274,210000
2021,"chambersburg-waynesboro, pa",47.82608696,253900
2021,"chambersburg-waynesboro, pa",58.52842809,255000
2021,"chambersburg-waynesboro, pa",77.25752508,259900
2021,"champaign-urbana, il",14.3812709,157450
2021,"champaign-urbana, il",13.71237458,163400
2021,"champaign-urbana, il",8.695652174,169900
2021,"charleston-north charleston, sc",36.12040134,568317.5
2021,"charleston-north charleston, sc",37.12374582,563490
2021,"charleston-north charleston, sc",28.09364548,529000
2021,"charleston, wv",18.72909699,134825
2021,"charleston, wv",21.40468227,139000
2021,"charleston, wv",18.72909699,148000
2021,"charlotte-concord-gastonia, nc-sc",70.90301003,414102.5
2021,"charlotte-concord-gastonia, nc-sc",84.28093645,386450
2021,"charlotte-concord-gastonia, nc-sc",68.56187291,385000
2021,"charlottesville, va",31.43812709,535400
2021,"charlottesville, va",14.71571906,532000
2021,"charlottesville, va",8.026755853,495000
2021,"chattanooga, tn-ga",51.17056856,364217.5
2021,"chattanooga, tn-ga",48.82943144,341410
2021,"chattanooga, tn-ga",33.11036789,325000
2021,"chicago-naperville-elgin, il-in-wi",66.88963211,365000
2021,"chicago-naperville-elgin, il-in-wi",74.24749164,354950
2021,"chicago-naperville-elgin, il-in-wi",56.85618729,338944
2021,"chico, ca",58.19397993,439250
2021,"chico, ca",82.27424749,449750
2021,"chico, ca",41.47157191,419900
2021,"cincinnati, oh-ky-in",40.46822742,347904
2021,"cincinnati, oh-ky-in",41.47157191,332450
2021,"cincinnati, oh-ky-in",56.85618729,309900
2021,"claremont-lebanon, nh-vt",10.70234114,305600
2021,"claremont-lebanon, nh-vt",4.682274247,299700
2021,"claremont-lebanon, nh-vt",5.685618729,299000
2021,"clarksville, tn-ky",69.89966555,324700
2021,"clarksville, tn-ky",90.30100334,298150
2021,"clarksville, tn-ky",97.99331104,288400
2021,"cleveland-elyria, oh",42.47491639,230859
2021,"cleveland-elyria, oh",36.4548495,209950
2021,"cleveland-elyria, oh",45.48494983,197900
2021,"coeur d'alene, id",92.30769231,799000
2021,"coeur d'alene, id",92.64214047,872250
2021,"coeur d'alene, id",44.14715719,850000
2021,"college station-bryan, tx",37.45819398,255250
2021,"college station-bryan, tx",34.11371237,248125
2021,"college station-bryan, tx",34.44816054,245000
2021,"colorado springs, co",95.65217391,520827
2021,"colorado springs, co",97.32441472,547961.5
2021,"colorado springs, co",92.97658863,532150
2021,"columbia, mo",87.62541806,299000
2021,"columbia, mo",88.62876254,269900
2021,"columbia, mo",46.48829431,269900
2021,"columbia, sc",77.9264214,265000
2021,"columbia, sc",78.59531773,260993
2021,"columbia, sc",87.95986622,254537
2021,"columbus, ga-al",49.1638796,187450
2021,"columbus, ga-al",63.21070234,205000
2021,"columbus, ga-al",56.85618729,199000
2021,"columbus, oh",84.94983278,329250
2021,"columbus, oh",78.59531773,324950
2021,"columbus, oh",81.93979933,307000
2021,"concord, nh",93.97993311,362450
2021,"concord, nh",91.63879599,371450
2021,"concord, nh",81.93979933,355000
2021,"corpus christi, tx",21.40468227,301788.5
2021,"corpus christi, tx",27.42474916,298700
2021,"corpus christi, tx",20.40133779,299000
2021,"crestview-fort walton beach-destin, fl",25.08361204,514922
2021,"crestview-fort walton beach-destin, fl",20.40133779,469450
2021,"crestview-fort walton beach-destin, fl",22.40802676,454900
2021,"dallas-fort worth-arlington, tx",75.91973244,383450
2021,"dallas-fort worth-arlington, tx",84.28093645,373267
2021,"dallas-fort worth-arlington, tx",89.63210702,360920
2021,"daphne-fairhope-foley, al",29.76588629,417800
2021,"daphne-fairhope-foley, al",36.12040134,389000
2021,"daphne-fairhope-foley, al",32.10702341,380000
2021,"davenport-moline-rock island, ia-il",0.334448161,149950
2021,"davenport-moline-rock island, ia-il",0.334448161,149900
2021,"davenport-moline-rock island, ia-il",0.334448161,145000
2021,"dayton, oh",64.88294314,179500
2021,"dayton, oh",50.16722408,187995
2021,"dayton, oh",71.23745819,198000
2021,"decatur, al",56.18729097,254950
2021,"decatur, al",52.5083612,242400
2021,"decatur, al",77.25752508,249900
2021,"deltona-daytona beach-ormond beach, fl",51.17056856,349650
2021,"deltona-daytona beach-ormond beach, fl",69.23076923,324245.5
2021,"deltona-daytona beach-ormond beach, fl",53.51170569,310422
2021,"denver-aurora-lakewood, co",97.32441472,557500
2021,"denver-aurora-lakewood, co",96.32107023,549950
2021,"denver-aurora-lakewood, co",85.95317726,535000
2021,"des moines-west des moines, ia",25.08361204,295512.5
2021,"des moines-west des moines, ia",22.0735786,287090
2021,"des moines-west des moines, ia",26.08695652,280000
2021,"detroit-warren-dearborn, mi",62.87625418,285950
2021,"detroit-warren-dearborn, mi",56.52173913,275000
2021,"detroit-warren-dearborn, mi",64.88294314,264900
2021,"dothan, al",21.40468227,194949.5
2021,"dothan, al",26.08695652,194700
2021,"dothan, al",22.40802676,196000
2021,"dover, de",15.05016722,343400
2021,"dover, de",25.4180602,331450
2021,"dover, de",17.05685619,320000
2021,"duluth, mn-wi",4.013377926,236500
2021,"duluth, mn-wi",2.675585284,230000
2021,"duluth, mn-wi",3.344481605,225000
2021,"durham-chapel hill, nc",64.54849498,486500
2021,"durham-chapel hill, nc",55.18394649,452302.5
2021,"durham-chapel hill, nc",45.48494983,429999
2021,"east stroudsburg, pa",37.45819398,285000
2021,"east stroudsburg, pa",38.79598662,282500
2021,"east stroudsburg, pa",53.51170569,275000
2021,"eau claire, wi",52.84280936,246862.5
2021,"eau claire, wi",38.1270903,250812.5
2021,"eau claire, wi",33.11036789,241725
2021,"el paso, tx",23.7458194,239950
2021,"el paso, tx",45.15050167,235475
2021,"el paso, tx",36.12040134,235900
2021,"elizabethtown-fort knox, ky",82.94314381,262000
2021,"elizabethtown-fort knox, ky",68.22742475,236750
2021,"elizabethtown-fort knox, ky",68.56187291,210000
2021,"elkhart-goshen, in",77.59197324,172400
2021,"elkhart-goshen, in",42.47491639,174900
2021,"elkhart-goshen, in",53.51170569,169900
2021,"erie, pa",40.46822742,145000
2021,"erie, pa",24.08026756,145000
2021,"erie, pa",17.05685619,139900
2021,"eugene, or",64.88294314,481500
2021,"eugene, or",54.18060201,449000
2021,"eugene, or",13.04347826,465000
2021,"eureka-arcata-fortuna, ca",80.26755853,439000
2021,"eureka-arcata-fortuna, ca",38.79598662,474450
2021,"eureka-arcata-fortuna, ca",36.12040134,449000
2021,"evansville, in-ky",24.74916388,174250
2021,"evansville, in-ky",30.76923077,168694
2021,"evansville, in-ky",56.85618729,159900
2021,"fargo, nd-mn",34.44816054,300765
2021,"fargo, nd-mn",60.2006689,301850
2021,"fargo, nd-mn",36.12040134,279000
2021,"fayetteville-springdale-rogers, ar-mo",45.48494983,324216
2021,"fayetteville-springdale-rogers, ar-mo",50.16722408,302000
2021,"fayetteville-springdale-rogers, ar-mo",53.51170569,296740
2021,"fayetteville, nc",91.63879599,215500
2021,"fayetteville, nc",84.94983278,239700
2021,"fayetteville, nc",92.30769231,235000
2021,"flint, mi",33.11036789,189900
2021,"flint, mi",42.47491639,197945
2021,"flint, mi",71.23745819,199900
2021,"florence-muscle shoals, al",37.45819398,238750
2021,"florence-muscle shoals, al",62.20735786,202950
2021,"florence-muscle shoals, al",33.11036789,199000
2021,"florence, sc",36.12040134,204500
2021,"florence, sc",69.56521739,210500
2021,"florence, sc",56.85618729,189900
2021,"fort collins, co",60.86956522,580000
2021,"fort collins, co",78.59531773,529500
2021,"fort collins, co",33.11036789,499500
2021,"fort smith, ar-ok",27.75919732,212400
2021,"fort smith, ar-ok",27.090301,217250
2021,"fort smith, ar-ok",32.10702341,198000
2021,"fort wayne, in",70.90301003,242450
2021,"fort wayne, in",77.9264214,236950
2021,"fort wayne, in",94.98327759,225000
2021,"fresno, ca",93.31103679,367250
2021,"fresno, ca",95.65217391,365000
2021,"fresno, ca",96.98996656,364900
2021,"gainesville, fl",52.84280936,270025
2021,"gainesville, fl",27.42474916,265245
2021,"gainesville, fl",28.09364548,267953
2021,"gainesville, ga",90.96989967,427450
2021,"gainesville, ga",87.62541806,426950
2021,"gainesville, ga",74.5819398,364900
2021,"grand junction, co",59.53177258,514500
2021,"grand junction, co",40.46822742,517500
2021,"grand junction, co",39.13043478,455900
2021,"grand rapids-wyoming, mi",74.5819398,338465
2021,"grand rapids-wyoming, mi",77.9264214,336875
2021,"grand rapids-wyoming, mi",56.85618729,326500
2021,"greeley, co",92.30769231,468275
2021,"greeley, co",78.59531773,464450
2021,"greeley, co",44.14715719,451755
2021,"green bay, wi",27.75919732,329900
2021,"green bay, wi",28.76254181,314900
2021,"green bay, wi",26.08695652,294900
2021,"greensboro-high point, nc",56.18729097,299950
2021,"greensboro-high point, nc",59.86622074,281990
2021,"greensboro-high point, nc",63.5451505,279000
2021,"greenville-anderson-mauldin, sc",29.09698997,309160
2021,"greenville-anderson-mauldin, sc",51.50501672,290407.5
2021,"greenville-anderson-mauldin, sc",41.47157191,278300
2021,"greenville, nc",70.90301003,308900
2021,"greenville, nc",38.46153846,290150
2021,"greenville, nc",36.12040134,278490
2021,"gulfport-biloxi-pascagoula, ms",28.76254181,238000
2021,"gulfport-biloxi-pascagoula, ms",22.40802676,248450
2021,"gulfport-biloxi-pascagoula, ms",22.40802676,245900
2021,"hagerstown-martinsburg, md-wv",59.53177258,269490
2021,"hagerstown-martinsburg, md-wv",76.58862876,267450
2021,"hagerstown-martinsburg, md-wv",92.30769231,271900
2021,"harrisburg-carlisle, pa",39.13043478,301350
2021,"harrisburg-carlisle, pa",31.43812709,295300
2021,"harrisburg-carlisle, pa",39.13043478,275000
2021,"hartford-west hartford-east hartford, ct",62.87625418,314450
2021,"hartford-west hartford-east hartford, ct",59.19732441,309450
2021,"hartford-west hartford-east hartford, ct",64.88294314,302800
2021,"hattiesburg, ms",42.47491639,243450
2021,"hattiesburg, ms",47.15719064,239500
2021,"hattiesburg, ms",46.48829431,232000
2021,"hickory-lenoir-morganton, nc",3.678929766,307450
2021,"hickory-lenoir-morganton, nc",8.026755853,299000
2021,"hickory-lenoir-morganton, nc",13.37792642,299900
2021,"hilo, hi",13.71237458,507000
2021,"hilo, hi",14.71571906,514750
2021,"hilo, hi",15.38461538,525000
2021,"hilton head island-bluffton-beaufort, sc",44.14715719,484450
2021,"hilton head island-bluffton-beaufort, sc",34.11371237,452500
2021,"hilton head island-bluffton-beaufort, sc",24.74916388,441440
2021,"homosassa springs, fl",40.46822742,276500
2021,"homosassa springs, fl",45.15050167,263900
2021,"homosassa springs, fl",46.48829431,259000
2021,"houma-thibodaux, la",8.361204013,229400
2021,"houma-thibodaux, la",6.688963211,210000
2021,"houma-thibodaux, la",5.351170569,199900
2021,"houston-the woodlands-sugar land, tx",39.13043478,354500
2021,"houston-the woodlands-sugar land, tx",63.21070234,340624
2021,"houston-the woodlands-sugar land, tx",71.23745819,339900
2021,"huntington-ashland, wv-ky-oh",7.023411371,124700
2021,"huntington-ashland, wv-ky-oh",10.70234114,127250
2021,"huntington-ashland, wv-ky-oh",11.70568562,135000
2021,"huntsville, al",22.40802676,375956.5
2021,"huntsville, al",34.11371237,374097.5
2021,"huntsville, al",64.88294314,343365
2021,"indianapolis-carmel-anderson, in",44.14715719,299950
2021,"indianapolis-carmel-anderson, in",35.45150502,283606.5
2021,"indianapolis-carmel-anderson, in",53.51170569,279000
2021,"iowa city, ia",55.51839465,289900
2021,"iowa city, ia",86.28762542,289900
2021,"iowa city, ia",81.93979933,289900
2021,"jackson, mi",62.87625418,146500
2021,"jackson, mi",67.22408027,149900
2021,"jackson, mi",87.95986622,150000
2021,"jackson, ms",12.04013378,281500
2021,"jackson, ms",16.05351171,279950
2021,"jackson, ms",10.70234114,275000
2021,"jacksonville, fl",69.89966555,353950
2021,"jacksonville, fl",62.20735786,340445
2021,"jacksonville, fl",64.88294314,325000
2021,"jacksonville, nc",78.92976589,262450
2021,"jacksonville, nc",63.21070234,270689
2021,"jacksonville, nc",64.88294314,272500
2021,"janesville-beloit, wi",82.94314381,249900
2021,"janesville-beloit, wi",89.96655518,225250
2021,"janesville-beloit, wi",81.93979933,226900
2021,"jefferson city, mo",49.1638796,230000
2021,"jefferson city, mo",33.77926421,182950
2021,"jefferson city, mo",64.88294314,178000
2021,"johnson city, tn",60.86956522,322400
2021,"johnson city, tn",42.47491639,299900
2021,"johnson city, tn",53.51170569,284999
2021,"johnstown, pa",2.675585284,75000
2021,"johnstown, pa",3.678929766,86750
2021,"johnstown, pa",4.347826087,89500
2021,"joplin, mo",35.11705686,197700
2021,"joplin, mo",30.76923077,197400
2021,"joplin, mo",46.48829431,165000
2021,"kahului-wailuku-lahaina, hi",3.010033445,825000
2021,"kahului-wailuku-lahaina, hi",4.347826087,820000
2021,"kahului-wailuku-lahaina, hi",2.341137124,838000
2021,"kalamazoo-portage, mi",29.09698997,357500
2021,"kalamazoo-portage, mi",40.46822742,334903.5
2021,"kalamazoo-portage, mi",36.12040134,309900
2021,"kansas city, mo-ks",26.42140468,389900
2021,"kansas city, mo-ks",25.4180602,383725
2021,"kansas city, mo-ks",28.09364548,364950
2021,"kennewick-richland, wa",73.57859532,454000
2021,"kennewick-richland, wa",65.2173913,432450
2021,"kennewick-richland, wa",56.85618729,420000
2021,"killeen-temple, tx",84.94983278,247497.5
2021,"killeen-temple, tx",84.94983278,254126
2021,"killeen-temple, tx",93.64548495,254500
2021,"kingsport-bristol-bristol, tn-va",17.39130435,242400
2021,"kingsport-bristol-bristol, tn-va",18.39464883,219000
2021,"kingsport-bristol-bristol, tn-va",34.44816054,209995
2021,"kingston, ny",2.006688963,372950
2021,"kingston, ny",1.672240803,377000
2021,"kingston, ny",1.672240803,380000
2021,"knoxville, tn",40.46822742,352450
2021,"knoxville, tn",37.12374582,340950
2021,"knoxville, tn",49.1638796,329900
2021,"la crosse-onalaska, wi-mn",73.57859532,322400
2021,"la crosse-onalaska, wi-mn",83.27759197,309900
2021,"la crosse-onalaska, wi-mn",46.48829431,272500
2021,"lafayette-west lafayette, in",89.96655518,297450
2021,"lafayette-west lafayette, in",77.59197324,288450
2021,"lafayette-west lafayette, in",87.95986622,274900
2021,"lafayette, la",17.72575251,239250
2021,"lafayette, la",20.40133779,235720
2021,"lafayette, la",21.07023411,228500
2021,"lake charles, la",19.73244147,238450
2021,"lake charles, la",32.44147157,244984.5
2021,"lake charles, la",28.09364548,234500
2021,"lake havasu city-kingman, az",69.89966555,349900
2021,"lake havasu city-kingman, az",53.51170569,339900
2021,"lake havasu city-kingman, az",64.88294314,341900
2021,"lakeland-winter haven, fl",42.47491639,274570
2021,"lakeland-winter haven, fl",42.47491639,261005
2021,"lakeland-winter haven, fl",46.48829431,260000
2021,"lancaster, pa",43.81270903,379950
2021,"lancaster, pa",32.10702341,369900
2021,"lancaster, pa",49.1638796,359900
2021,"lansing-east lansing, mi",62.87625418,169900
2021,"lansing-east lansing, mi",69.89966555,160450
2021,"lansing-east lansing, mi",71.23745819,159900
2021,"laredo, tx",60.86956522,212450
2021,"laredo, tx",78.59531773,215000
2021,"laredo, tx",56.85618729,200000
2021,"las cruces, nm",56.18729097,270000
2021,"las cruces, nm",67.22408027,266909
2021,"las cruces, nm",64.88294314,269500
2021,"las vegas-henderson-paradise, nv",75.91973244,369950
2021,"las vegas-henderson-paradise, nv",70.90301003,344950
2021,"las vegas-henderson-paradise, nv",74.5819398,344900
2021,"lebanon, pa",33.11036789,280150
2021,"lebanon, pa",19.06354515,289401.5
2021,"lebanon, pa",39.13043478,283900
2021,"lexington-fayette, ky",11.37123746,349247
2021,"lexington-fayette, ky",15.71906355,347765
2021,"lexington-fayette, ky",18.72909699,335000
2021,"lincoln, ne",1.672240803,379125
2021,"lincoln, ne",1.337792642,371225
2021,"lincoln, ne",2.006688963,360000
2021,"little rock-north little rock-conway, ar",39.13043478,265950
2021,"little rock-north little rock-conway, ar",60.2006689,249950
2021,"little rock-north little rock-conway, ar",61.20401338,233000
2021,"longview, tx",12.7090301,227400
2021,"longview, tx",12.04013378,217400
2021,"longview, tx",49.1638796,224900
2021,"los angeles-long beach-anaheim, ca",30.43478261,1198500
2021,"los angeles-long beach-anaheim, ca",35.45150502,1184500
2021,"los angeles-long beach-anaheim, ca",28.09364548,1150000
2021,"louisville/jefferson county, ky-in",64.88294314,277400
2021,"louisville/jefferson county, ky-in",74.24749164,262450
2021,"louisville/jefferson county, ky-in",85.95317726,249900
2021,"lubbock, tx",60.86956522,296000
2021,"lubbock, tx",77.25752508,274950
2021,"lubbock, tx",84.61538462,259900
2021,"lynchburg, va",52.84280936,282450
2021,"lynchburg, va",54.51505017,292400
2021,"lynchburg, va",39.13043478,269900
2021,"macon, ga",51.17056856,214900
2021,"macon, ga",56.52173913,184900
2021,"macon, ga",77.25752508,179000
2021,"madison, wi",86.28762542,399450
2021,"madison, wi",76.58862876,399450
2021,"madison, wi",41.47157191,389900
2021,"manchester-nashua, nh",94.64882943,419950
2021,"manchester-nashua, nh",74.24749164,419900
2021,"manchester-nashua, nh",68.56187291,429900
2021,"mcallen-edinburg-mission, tx",18.06020067,244500
2021,"mcallen-edinburg-mission, tx",26.42140468,229999.5
2021,"mcallen-edinburg-mission, tx",30.76923077,229000
2021,"medford, or",70.90301003,537000
2021,"medford, or",70.90301003,559500
2021,"medford, or",41.47157191,569900
2021,"memphis, tn-ms-ar",37.45819398,240000
2021,"memphis, tn-ms-ar",51.50501672,240000
2021,"memphis, tn-ms-ar",64.88294314,243990
2021,"merced, ca",90.63545151,392500
2021,"merced, ca",96.32107023,389345
2021,"merced, ca",94.31438127,403350
2021,"miami-fort lauderdale-west palm beach, fl",10.03344482,402500
2021,"miami-fort lauderdale-west palm beach, fl",11.70568562,399450
2021,"miami-fort lauderdale-west palm beach, fl",8.026755853,400000
2021,"midland, tx",26.75585284,321500
2021,"midland, tx",64.54849498,319950
2021,"midland, tx",61.20401338,319000
2021,"milwaukee-waukesha-west allis, wi",47.15719064,339900
2021,"milwaukee-waukesha-west allis, wi",60.2006689,324950
2021,"milwaukee-waukesha-west allis, wi",61.20401338,319900
2021,"minneapolis-st. paul-bloomington, mn-wi",84.61538462,385450
2021,"minneapolis-st. paul-bloomington, mn-wi",86.28762542,377450
2021,"minneapolis-st. paul-bloomington, mn-wi",79.93311037,370075
2021,"mobile, al",31.43812709,227577.5
2021,"mobile, al",30.10033445,223900
2021,"mobile, al",36.12040134,220000
2021,"modesto, ca",94.64882943,499250
2021,"modesto, ca",90.30100334,469900
2021,"modesto, ca",94.31438127,459000
2021,"monroe, la",11.70568562,238140
2021,"monroe, la",19.06354515,230000
2021,"monroe, la",7.023411371,225000
2021,"monroe, mi",27.090301,263520
2021,"monroe, mi",42.47491639,258745
2021,"monroe, mi",53.51170569,230000
2021,"montgomery, al",23.7458194,232000
2021,"montgomery, al",24.08026756,227450
2021,"montgomery, al",26.08695652,213200
2021,"morgantown, wv",4.682274247,307250
2021,"morgantown, wv",10.03344482,279495
2021,"morgantown, wv",6.35451505,279900
2021,"muskegon, mi",78.92976589,219900
2021,"muskegon, mi",90.30100334,244900
2021,"muskegon, mi",63.5451505,194900
2021,"myrtle beach-conway-north myrtle beach, sc-nc",19.06354515,274100
2021,"myrtle beach-conway-north myrtle beach, sc-nc",18.06020067,260952.5
2021,"myrtle beach-conway-north myrtle beach, sc-nc",17.05685619,259900
2021,"naples-immokalee-marco island, fl",58.19397993,625497.5
2021,"naples-immokalee-marco island, fl",48.82943144,539000
2021,"naples-immokalee-marco island, fl",32.10702341,515000
2021,"nashville-davidson--murfreesboro--franklin, tn",88.62876254,414950
2021,"nashville-davidson--murfreesboro--franklin, tn",93.64548495,409900
2021,"nashville-davidson--murfreesboro--franklin, tn",96.98996656,399900
2021,"new haven-milford, ct",75.58528428,299900
2021,"new haven-milford, ct",68.22742475,299000
2021,"new haven-milford, ct",71.23745819,289900
2021,"new orleans-metairie, la",29.76588629,343950
2021,"new orleans-metairie, la",39.46488294,327450
2021,"new orleans-metairie, la",41.47157191,320000
2021,"new york-newark-jersey city, ny-nj-pa",6.02006689,628500
2021,"new york-newark-jersey city, ny-nj-pa",5.685618729,629500
2021,"new york-newark-jersey city, ny-nj-pa",6.688963211,629000
2021,"niles-benton harbor, mi",13.37792642,400824.5
2021,"niles-benton harbor, mi",14.71571906,380000
2021,"niles-benton harbor, mi",11.70568562,358750
2021,"north port-sarasota-bradenton, fl",66.88963211,454500
2021,"north port-sarasota-bradenton, fl",50.16722408,425299.5
2021,"north port-sarasota-bradenton, fl",51.17056856,396100
2021,"norwich-new london, ct",55.51839465,347450
2021,"norwich-new london, ct",58.52842809,322450
2021,"norwich-new london, ct",49.1638796,299999
2021,"ocala, fl",0.668896321,224547.5
2021,"ocala, fl",0.668896321,224900
2021,"ocala, fl",0.668896321,224195
2021,"odessa, tx",22.0735786,240000
2021,"odessa, tx",32.44147157,235000
2021,"odessa, tx",36.12040134,235000
2021,"ogden-clearfield, ut",99.33110368,469950
2021,"ogden-clearfield, ut",99.66555184,474950
2021,"ogden-clearfield, ut",98.66220736,496000
2021,"oklahoma city, ok",56.18729097,318950
2021,"oklahoma city, ok",69.89966555,301050
2021,"oklahoma city, ok",79.93311037,277490
2021,"olympia-tumwater, wa",90.30100334,487000
